,Id,Country_Region,Date,ConfirmedCases,Fatalities
364,574,Costa Rica,14/04/2020,618.0,3.0
365,575,Costa Rica,15/04/2020,626.0,4.0
366,576,Costa Rica,16/04/2020,642.0,4.0
367,577,Costa Rica,17/04/2020,649.0,4.0
368,578,Costa Rica,18/04/2020,655.0,4.0
369,579,Costa Rica,19/04/2020,660.0,5.0
370,580,Costa Rica,20/04/2020,662.0,6.0
371,581,Costa Rica,21/04/2020,669.0,6.0
372,582,Costa Rica,22/04/2020,681.0,6.0
373,583,Costa Rica,23/04/2020,686.0,6.0
374,584,Costa Rica,24/04/2020,687.0,6.0
375,585,Costa Rica,25/04/2020,693.0,6.0
376,586,Costa Rica,26/04/2020,695.0,6.0
377,587,Costa Rica,27/04/2020,697.0,6.0
378,588,Costa Rica,28/04/2020,705.0,6.0
379,624,Cuba,26/02/2020,0.0,0.0
380,625,Cuba,27/02/2020,0.0,0.0
381,626,Cuba,28/02/2020,0.0,0.0
382,627,Cuba,29/02/2020,0.0,0.0
383,628,Cuba,1/03/2020,0.0,0.0
384,629,Cuba,2/03/2020,0.0,0.0
385,630,Cuba,3/03/2020,0.0,0.0
386,631,Cuba,4/03/2020,0.0,0.0
387,632,Cuba,5/03/2020,0.0,0.0
388,633,Cuba,6/03/2020,0.0,0.0
389,634,Cuba,7/03/2020,0.0,0.0
390,635,Cuba,8/03/2020,0.0,0.0
391,636,Cuba,9/03/2020,0.0,0.0
392,637,Cuba,10/03/2020,0.0,0.0
393,638,Cuba,11/03/2020,0.0,0.0
394,639,Cuba,12/03/2020,3.0,0.0
395,640,Cuba,13/03/2020,4.0,0.0
396,641,Cuba,14/03/2020,4.0,0.0
397,642,Cuba,15/03/2020,4.0,0.0
398,643,Cuba,16/03/2020,4.0,0.0
399,644,Cuba,17/03/2020,5.0,0.0
400,645,Cuba,18/03/2020,7.0,1.0
401,646,Cuba,19/03/2020,11.0,1.0
402,647,Cuba,20/03/2020,16.0,1.0
403,648,Cuba,21/03/2020,21.0,1.0
404,649,Cuba,22/03/2020,35.0,1.0
405,650,Cuba,23/03/2020,40.0,1.0
406,651,Cuba,24/03/2020,48.0,1.0
407,652,Cuba,25/03/2020,57.0,1.0
408,653,Cuba,26/03/2020,67.0,2.0
409,654,Cuba,27/03/2020,80.0,2.0
410,655,Cuba,28/03/2020,119.0,3.0
411,656,Cuba,29/03/2020,139.0,3.0
412,657,Cuba,30/03/2020,170.0,4.0
413,658,Cuba,31/03/2020,186.0,6.0
414,659,Cuba,1/04/2020,212.0,6.0
415,660,Cuba,2/04/2020,233.0,6.0
416,661,Cuba,3/04/2020,269.0,6.0
417,662,Cuba,4/04/2020,288.0,6.0
418,663,Cuba,5/04/2020,320.0,8.0
419,664,Cuba,6/04/2020,350.0,9.0
420,665,Cuba,7/04/2020,396.0,11.0
421,666,Cuba,8/04/2020,457.0,12.0
422,667,Cuba,9/04/2020,515.0,15.0
423,668,Cuba,10/04/2020,564.0,15.0
424,669,Cuba,11/04/2020,620.0,16.0
425,670,Cuba,12/04/2020,669.0,18.0
426,671,Cuba,13/04/2020,726.0,21.0
427,672,Cuba,14/04/2020,766.0,21.0
428,673,Cuba,15/04/2020,814.0,24.0
429,674,Cuba,16/04/2020,862.0,27.0
430,675,Cuba,17/04/2020,923.0,31.0
431,676,Cuba,18/04/2020,986.0,32.0
432,677,Cuba,19/04/2020,1035.0,34.0
433,678,Cuba,20/04/2020,1087.0,36.0
434,679,Cuba,21/04/2020,1137.0,38.0
435,680,Cuba,22/04/2020,1189.0,40.0
436,681,Cuba,23/04/2020,1235.0,43.0
437,682,Cuba,24/04/2020,1285.0,49.0
438,683,Cuba,25/04/2020,1337.0,51.0
439,684,Cuba,26/04/2020,1369.0,54.0
440,685,Cuba,27/04/2020,1389.0,56.0
441,686,Cuba,28/04/2020,1437.0,58.0
442,722,Dominican Republic,26/02/2020,0.0,0.0
443,723,Dominican Republic,27/02/2020,0.0,0.0
444,724,Dominican Republic,28/02/2020,0.0,0.0
445,725,Dominican Republic,29/02/2020,0.0,0.0
446,726,Dominican Republic,1/03/2020,1.0,0.0
447,727,Dominican Republic,2/03/2020,1.0,0.0
448,728,Dominican Republic,3/03/2020,1.0,0.0
449,729,Dominican Republic,4/03/2020,1.0,0.0
450,730,Dominican Republic,5/03/2020,1.0,0.0
451,731,Dominican Republic,6/03/2020,2.0,0.0
452,732,Dominican Republic,7/03/2020,2.0,0.0
453,733,Dominican Republic,8/03/2020,5.0,0.0
454,734,Dominican Republic,9/03/2020,5.0,0.0
455,735,Dominican Republic,10/03/2020,5.0,0.0
456,736,Dominican Republic,11/03/2020,5.0,0.0
457,737,Dominican Republic,12/03/2020,5.0,0.0
458,738,Dominican Republic,13/03/2020,5.0,0.0
459,739,Dominican Republic,14/03/2020,11.0,0.0
460,740,Dominican Republic,15/03/2020,11.0,0.0
461,741,Dominican Republic,16/03/2020,11.0,0.0
462,742,Dominican Republic,17/03/2020,21.0,1.0
463,743,Dominican Republic,18/03/2020,21.0,1.0
464,744,Dominican Republic,19/03/2020,34.0,2.0
465,745,Dominican Republic,20/03/2020,72.0,2.0
466,746,Dominican Republic,21/03/2020,112.0,2.0
467,747,Dominican Republic,22/03/2020,202.0,3.0
468,748,Dominican Republic,23/03/2020,245.0,3.0
469,749,Dominican Republic,24/03/2020,312.0,6.0
470,750,Dominican Republic,25/03/2020,392.0,10.0
471,751,Dominican Republic,26/03/2020,488.0,10.0
472,752,Dominican Republic,27/03/2020,581.0,20.0
473,753,Dominican Republic,28/03/2020,719.0,28.0
474,754,Dominican Republic,29/03/2020,859.0,39.0
475,755,Dominican Republic,30/03/2020,901.0,42.0
476,756,Dominican Republic,31/03/2020,1109.0,51.0
477,757,Dominican Republic,1/04/2020,1284.0,57.0
478,758,Dominican Republic,2/04/2020,1380.0,60.0
479,759,Dominican Republic,3/04/2020,1488.0,68.0
480,760,Dominican Republic,4/04/2020,1488.0,68.0
481,761,Dominican Republic,5/04/2020,1745.0,82.0
482,762,Dominican Republic,6/04/2020,1828.0,86.0
483,763,Dominican Republic,7/04/2020,1956.0,98.0
484,764,Dominican Republic,8/04/2020,2111.0,108.0
485,765,Dominican Republic,9/04/2020,2349.0,118.0
486,766,Dominican Republic,10/04/2020,2620.0,126.0
487,767,Dominican Republic,11/04/2020,2759.0,135.0
488,768,Dominican Republic,12/04/2020,2967.0,173.0
489,769,Dominican Republic,13/04/2020,3167.0,177.0
490,770,Dominican Republic,14/04/2020,3286.0,183.0
491,771,Dominican Republic,15/04/2020,3614.0,189.0
492,772,Dominican Republic,16/04/2020,3755.0,196.0
493,773,Dominican Republic,17/04/2020,4126.0,200.0
494,774,Dominican Republic,18/04/2020,4335.0,217.0
495,775,Dominican Republic,19/04/2020,4680.0,226.0
496,776,Dominican Republic,20/04/2020,4964.0,235.0
497,777,Dominican Republic,21/04/2020,5044.0,245.0
498,778,Dominican Republic,22/04/2020,5300.0,260.0
499,779,Dominican Republic,23/04/2020,5543.0,265.0
500,780,Dominican Republic,24/04/2020,5749.0,267.0
501,781,Dominican Republic,25/04/2020,5926.0,273.0
502,782,Dominican Republic,26/04/2020,6135.0,278.0
503,783,Dominican Republic,27/04/2020,6293.0,282.0
504,784,Dominican Republic,28/04/2020,6416.0,286.0
505,820,Ecuador,26/02/2020,0.0,0.0
506,821,Ecuador,27/02/2020,0.0,0.0
507,822,Ecuador,28/02/2020,0.0,0.0
508,823,Ecuador,29/02/2020,0.0,0.0
509,824,Ecuador,1/03/2020,6.0,0.0
510,825,Ecuador,2/03/2020,6.0,0.0
511,826,Ecuador,3/03/2020,7.0,0.0
512,827,Ecuador,4/03/2020,10.0,0.0
513,828,Ecuador,5/03/2020,13.0,0.0
514,829,Ecuador,6/03/2020,13.0,0.0
515,830,Ecuador,7/03/2020,13.0,0.0
516,831,Ecuador,8/03/2020,14.0,0.0
517,832,Ecuador,9/03/2020,15.0,0.0
518,833,Ecuador,10/03/2020,15.0,0.0
519,834,Ecuador,11/03/2020,17.0,0.0
520,835,Ecuador,12/03/2020,17.0,0.0
521,836,Ecuador,13/03/2020,17.0,0.0
522,837,Ecuador,14/03/2020,28.0,2.0
523,838,Ecuador,15/03/2020,28.0,2.0
524,839,Ecuador,16/03/2020,37.0,2.0
525,840,Ecuador,17/03/2020,58.0,2.0
526,841,Ecuador,18/03/2020,111.0,2.0
527,842,Ecuador,19/03/2020,199.0,3.0
528,843,Ecuador,20/03/2020,367.0,5.0
529,844,Ecuador,21/03/2020,506.0,7.0
530,845,Ecuador,22/03/2020,789.0,14.0
531,846,Ecuador,23/03/2020,981.0,18.0
532,847,Ecuador,24/03/2020,1082.0,27.0
533,848,Ecuador,25/03/2020,1173.0,28.0
534,849,Ecuador,26/03/2020,1403.0,34.0
535,850,Ecuador,27/03/2020,1595.0,36.0
536,851,Ecuador,28/03/2020,1823.0,48.0
537,852,Ecuador,29/03/2020,1924.0,58.0
538,853,Ecuador,30/03/2020,1962.0,60.0
539,854,Ecuador,31/03/2020,2240.0,75.0
540,855,Ecuador,1/04/2020,2748.0,93.0
541,856,Ecuador,2/04/2020,3163.0,120.0
542,857,Ecuador,3/04/2020,3368.0,145.0
543,858,Ecuador,4/04/2020,3465.0,172.0
544,859,Ecuador,5/04/2020,3646.0,180.0
545,860,Ecuador,6/04/2020,3747.0,191.0
546,861,Ecuador,7/04/2020,3747.0,191.0
547,862,Ecuador,8/04/2020,4450.0,242.0
548,863,Ecuador,9/04/2020,4965.0,272.0
549,864,Ecuador,10/04/2020,7161.0,297.0
550,865,Ecuador,11/04/2020,7257.0,315.0
551,866,Ecuador,12/04/2020,7466.0,333.0
552,867,Ecuador,13/04/2020,7529.0,355.0
553,868,Ecuador,14/04/2020,7603.0,369.0
554,869,Ecuador,15/04/2020,7858.0,388.0
555,870,Ecuador,16/04/2020,8225.0,403.0
556,871,Ecuador,17/04/2020,8450.0,421.0
